"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PB3HKIKW","journalArticle","2025","Go, Gwihwan; Zhou, Chijin; Zhang, Quan; Jiang, Yu; Wei, Zhao","LSPAI: An IDE Plugin for LLM-Powered Multi-Language Unit Test Generation with Language Server Protocol","Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering","","","10.1145/3696630.3728540","https://dl.acm.org/doi/10.1145/3696630.3728540","Unit testing is crucial to ensure the validity of the code, and research has been conducted to advance this domain. However, existing studies fail to address industry requirements, support for multi-language static analysis and real-time unit test generation. While integrating static analysis with a Large Language Model (LLM) could address these challenges, it typically requires effort to implement across programming languages. To address this, we propose LspAi, an automated unit test generation tool that leverages language analysis tools and integrates them into a unified development environment via the Language Server Protocol. This approach equips LLM with multi-language static analysis capabilities, allowing a single tool to support unit test generation across multiple languages. We evaluated our method by comparing line coverage across different LLMs and programming languages, demonstrating superior performance and broad applicability. In projects, LspAi achieved line coverage improvements of 145% for Java, 931% for Golang, and 95.62% for Python compared to Copilot. In addition, we also share our lessons learned from applying the tool in Tencent Ltd.","2025-06-23","2026-06-08 06:43:54","2026-06-08 06:43:54","2026-06-08 06:43:46","144-149","","","","","","LSPAI","","","","","ACM","Clarion Hotel Trondheim Trondheim Norway","en","","","","","Semantic Scholar","","Conference Name: FSE Companion '25: 33rd ACM International Conference on the Foundations of Software Engineering ISBN: 9798400712760","[TLDR] LspAi is proposed, an automated unit test generation tool that leverages language analysis tools and integrates them into a unified development environment via the Language Server Protocol, allowing a single tool to support unit test generation across multiple languages.","","https://www.semanticscholar.org/paper/LSPAI%3A-An-IDE-Plugin-for-LLM-Powered-Multi-Language-Go-Zhou/f04c773bc8ddd05a9d05cde45d841b7a549e617a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YUJ7MHW","journalArticle","2024","Ouedraogo, Wendkuuni C.; Kabore, Kader; Tian, Haoye; Song, Yewei; Koyuncu, Anil; Klein, Jacques; Lo, David; Bissyande, Tegawende F.","LLMs and Prompting for Unit Test Generation: A Large-Scale Evaluation","Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering","","","10.1145/3691620.3695330","https://dl.acm.org/doi/10.1145/3691620.3695330","Unit testing, essential for identifying bugs, is often neglected due to time constraints. Automated test generation tools exist but typically lack readability and require developer intervention. Large Language Models (LLMs) like GPT and Mistral show potential in test generation, but their effectiveness remains unclear.This study evaluates four LLMs and five prompt engineering techniques, analyzing 216 300 tests for 690 Java classes from diverse datasets. We assess correctness, readability, coverage, and bug detection, comparing LLM-generated tests to EvoSuite. While LLMs show promise, improvements in correctness are needed. The study highlights both the strengths and limitations of LLMs, offering insights for future research.","2024-10-27","2026-06-08 06:43:54","2026-06-08 06:43:54","2026-06-08 06:43:47","2464-2465","","","","","","LLMs and Prompting for Unit Test Generation","","","","","ACM","Sacramento CA USA","en","","","","","Semantic Scholar","","Conference Name: ASE '24: 39th IEEE/ACM International Conference on Automated Software Engineering ISBN: 9798400712487","[TLDR] This study evaluates four LLMs and five prompt engineering techniques, analyzing 216 300 tests for 690 Java classes from diverse datasets to assess correctness, readability, coverage, and bug detection, comparing LLM-generated tests to EvoSuite.","C:\Users\nguye\Zotero\storage\QAS5N8CR\Ouedraogo et al. - 2024 - LLMs and Prompting for Unit Test Generation A Large-Scale Evaluation.pdf; ","https://www.semanticscholar.org/paper/LLMs-and-Prompting-for-Unit-Test-Generation%3A-A-Ou%C3%A9draogo-Kabore/f93fec2f395599b08d5746f1c01043bd764d0d51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JT94AHEE","journalArticle","2025","Khelladi, Djamel Eddine; Reux, Charly; Acher, Mathieu","Unify and Triumph: Polyglot, Diverse, and Self-Consistent Generation of Unit Tests with LLMs","","","","10.48550/ARXIV.2503.16144","https://arxiv.org/abs/2503.16144","Large language model (LLM)-based test generation has gained attention in software engineering, yet most studies evaluate LLMs' ability to generate unit tests in a single attempt for a given language, missing the opportunity to leverage LLM diversity for more robust testing. This paper introduces PolyTest, a novel approach that enhances test generation by exploiting polyglot and temperature-controlled diversity. PolyTest systematically leverages these properties in two complementary ways: (1) Cross-lingual test generation, where tests are generated in multiple languages at zero temperature and then unified; (2) Diverse test sampling, where multiple test sets are generated within the same language at a higher temperature before unification. A key insight is that LLMs can generate diverse yet contradicting tests -- same input, different expected outputs -- across languages and generations. PolyTest mitigates inconsistencies by unifying test sets, fostering self-consistency and improving overall test quality. Unlike single-language or single-attempt approaches, PolyTest enhances testing without requiring on-the-fly execution, making it particularly beneficial for weaker-performing languages. We evaluate PolyTest on Llama3-70B, GPT-4o, and GPT-3.5 using EvalPlus, generating tests in five languages (Java, C, Python, JavaScript, and a CSV-based format) at temperature 0 and sampling multiple sets at temperature 1. We observe that LLMs frequently generate contradicting tests across settings, and that PolyTest significantly improves test quality across all considered metrics -- number of tests, passing rate, statement/branch coverage (up to +9.01%), and mutation score (up to +11.23%). Finally, PolyTest outperforms Pynguin in test generation, passing rate, and mutation score.","2025","2026-06-08 06:43:54","2026-06-08 06:43:54","2026-06-08 06:43:50","","","","","","","Unify and Triumph","","","","","arXiv","","","Creative Commons Attribution 4.0 International","","","","Semantic Scholar","","Version Number: 1","[TLDR] This paper introduces PolyTest, a novel approach that enhances test generation by exploiting polyglot and temperature-controlled diversity, and observes that LLMs frequently generate contradicting tests, and that PolyTest significantly improves test quality across all considered metrics.","C:\Users\nguye\Zotero\storage\RKJZLG94\Khelladi et al. - 2025 - Unify and Triumph Polyglot, Diverse, and Self-Consistent Generation of Unit Tests with LLMs.pdf; ","https://www.semanticscholar.org/paper/Unify-and-Triumph%3A-Polyglot%2C-Diverse%2C-and-of-Unit-Khelladi-Reux/bef7104117a00a93a78af320721a1b7b111f3f16","","Artificial Intelligence (cs.AI); FOS: Computer and information sciences; Software Engineering (cs.SE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6JT4JBG","journalArticle","2026","Zhang, Yuwei; Lu, Qingyuan; Liu, Kai; Dou, Wensheng; Zhu, Jiaxin; Qian, Li; Zhang, Chunxi; Lin, Zheng; Wei, Jun","<span style=""font-variant:small-caps;"">CITYWALK</span> : Enhancing LLM-Based C++ Unit Test Generation via Project-Dependency Awareness and Language-Specific Knowledge","ACM Transactions on Software Engineering and Methodology","","1049-331X, 1557-7392","10.1145/3763791","https://dl.acm.org/doi/10.1145/3763791","Unit testing plays a pivotal role in the software development lifecycle, as it ensures code quality. However, writing high-quality unit tests remains a time-consuming task for developers in practice. More recently, the application of large language models (LLMs) in automated unit test generation has demonstrated promising results. Existing approaches primarily focus on interpreted programming languages (e.g., Java), while mature solutions tailored to compiled programming languages like C++ are yet to be explored. The intricate language features of C++, such as pointers, templates, and virtual functions, pose particular challenges for LLMs in generating both executable and high-coverage unit tests. To tackle the aforementioned problems, this article introduces               CITYWALK               , a novel LLM-based framework for C++ unit test generation.               CITYWALK               enhances LLMs by providing a comprehensive understanding of the dependency relationships within the project under test via program analysis. Furthermore,               CITYWALK               incorporates language-specific knowledge about C++ derived from project documentation and empirical observations, significantly improving the correctness of the LLM-generated unit tests. We implement               CITYWALK               by employing the widely popular LLM GPT-4o. The experimental results show that               CITYWALK               outperforms current state-of-the-art approaches on a collection of ten popular C++ projects. Our findings demonstrate the effectiveness of               CITYWALK               in generating high-quality C++ unit tests.","2026-05-31","2026-06-08 06:43:54","2026-06-08 06:43:54","2026-06-08 06:43:50","1-32","","5","35","","ACM Trans. Softw. Eng. Methodol.","<span style=""font-variant","","","","","","","en","","","","","Semantic Scholar","","","[TLDR] CITYWALK is introduced, a novel LLM-based framework for C++ unit test generation that outperforms current state-of-the-art approaches on a collection of ten popular C++ projects and enhances LLMs by providing a comprehensive understanding of the dependency relationships within the project under test via program analysis.","C:\Users\nguye\Zotero\storage\KPGB3G72\Zhang et al. - 2026 - CITYWALK  Enhancing LLM-Based C++ Unit Test Generatio.pdf; ","https://www.semanticscholar.org/paper/CITYWALK%3A-Enhancing-LLM-Based-C%2B%2B-Unit-Test-via-and-Zhang-Lu/587d662b734f3e4a845b39eda185498d87ee930b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAD449NT","journalArticle","2025","Diop, Aminata; Toure, Fadel; Badri, Mourad","From Scenario to Code: Structured Prompting for LLM-Based Unit Test Generation","Proceedings of the 2025 7th World Symposium on Software Engineering","","","10.1145/3779657.3779658","https://dl.acm.org/doi/10.1145/3779657.3779658","Automated unit test generation is crucial for improving software quality. Existing tools such as EvoSuite exhibits several limitations by generating tests that may lack readability and clarity. These tools may also struggle to cover specific code branches, particularly when complex code components are targetted. Furthermore, studies have shown that the generated unit tests may contain incorrect assertions or cause unexpected behaviors. To address these challenges, we propose a novel approach referred as Two-Step Zero-Shot Prompting (2SZSP), which leverages large language models (LLMs) to structure test generation by identifying relevant test scenarios and generating the corresponding unit test code. Our approach was evaluated on multiple object-oriented projects written in Java from the SBST 2020 dataset and compared to EvoSuite. The results show that, while our approach achieves lower code coverage, it generates more readable, better-contextualized tests with higher mutation score suggesting an increased ability to detect faults. These results pave the way for the integration of LLMs into automated testing pipelines, with the potential to improve the relevance of generated tests and their impact on software robustness.","2025-10-24","2026-06-08 06:43:54","2026-06-08 06:43:54","2026-06-08 06:43:53","1-8","","","","","","From Scenario to Code","","","","","ACM","Okayama Japan","en","","","","","Semantic Scholar","","Conference Name: WSSE 2025: 2025 The 7th World Symposium on Software Engineering ISBN: 9798400715778","[TLDR] This work proposes a novel approach referred as Two-Step Zero-Shot Prompting (2SZSP), which leverages large language models (LLMs) to structure test generation by identifying relevant test scenarios and generating the corresponding unit test code.","C:\Users\nguye\Zotero\storage\728P2T3L\Diop et al. - 2025 - From Scenario to Code Structured Prompting for LLM-Based Unit Test Generation.pdf; ","https://www.semanticscholar.org/paper/From-Scenario-to-Code%3A-Structured-Prompting-for-Diop-Tour%C3%A9/1bac416cf45edd8c421a20dc380174bad0789ef9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMN7E9Z7","journalArticle","2025","Godage, Tharindu; Nimishan, Sivaraj; Vasanthapriyan, Shanmuganathan; Palanisamy, Vigneshwaran; Joseph, Charles; Thuseethan, Selvarajah","Evaluating the Effectiveness of Large Language Models in Automated Unit Test Generation","2025 5th International Conference on Advanced Research in Computing (ICARC)","","","10.1109/ICARC64760.2025.10962997","https://ieeexplore.ieee.org/document/10962997/","The increasing use of Artificial Intelligence (AI) in software development underscores the need to select suitable Large Language Models (LLMs) for automating software unit test generation. No prior work has been conducted to evaluate the performance of LLM in this domain. To address this gap, this study evaluates the effectiveness of four prominent LLMs—GPT-4, Claude 3.5, Command-R-08-2024 and Llama 3.1—in generating unit test cases. This study particularly aims to evaluate the performance of these models in real-world testing scenarios. Hence, 106 test cases from 23 test suites based on interviews with software experts and QA engineers are used to ensure relevance and comprehensiveness. These test cases are analyzed using JavaScript Engines Specification Tester (JEST) for code coverage and Stryker for mutation testing while adopting both quantitative and qualitative analysis. The findings reveal that Claude 3.5 consistently outperforms the other models against test success rate, statement coverage, and mutation score with the achieved accuracy of 93.33%, 98.01%, and 89.23% respectively. The results also provide insights into the capabilities of LLMs for automated unit test generation and their integration into the continuous software integration pipeline. Further, the findings authenticated the importance of systematically comparing LLMs for test case generation.","2025-02-19","2026-06-08 06:43:54","2026-06-08 06:43:54","2026-06-08 06:43:54","1-6","","","","","","","","","","","IEEE","Belihuloya, Sri Lanka","","https://doi.org/10.15223/policy-029","","","","Semantic Scholar","","Conference Name: 2025 5th International Conference on Advanced Research in Computing (ICARC) ISBN: 9798331530983","[TLDR] This study evaluates the effectiveness of four prominent LLMs—GPT-4, Claude 3.5, Command-R-08-2024 and Llama 3.1—in generating unit test cases and provides insights into the capabilities of LLMs for automated unit test generation and their integration into the continuous software integration pipeline.","","https://www.semanticscholar.org/paper/Evaluating-the-Effectiveness-of-Large-Language-in-Godage-Nimishan/4379c24042809f679a675fabd9e7bc8952a04906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NQKSE27H","journalArticle","2026","Zhang, Junwei; Hu, Xing; Gao, Cuiyun; Xia, Xin; Li, Shanping","Enhancing Automated Unit Test Generation with Large Language Models: A Systematic Literature Review","ACM Transactions on Software Engineering and Methodology","","1049-331X, 1557-7392","10.1145/3802827","https://dl.acm.org/doi/10.1145/3802827","Automated unit test generation is a fundamental yet challenging task in software engineering, playing a critical role in ensuring software correctness, reliability, and maintainability. While traditional approaches such as search-based software testing and symbolic execution have achieved notable success, they often suffer from limited semantic understanding, high configuration costs, and scalability constraints. Recent advances in Large Language Models (LLMs) have fundamentally reshaped the landscape of automated unit testing by enabling models to reason over source code semantics and generate executable, context-aware test cases. Despite the rapid growth of this research area, a comprehensive and task-oriented synthesis of existing work remains lacking. This paper presents a systematic literature review of LLM-based unit test generation. This review draws on research from leading SE and AI conferences and journals, including 69 papers published across 25 distinct venues, along with 47 high-quality preprint papers, bringing the total to 116. Our review aims to answer three key research questions: (1) which unit testing tasks have been addressed using LLMs, (2) how LLMs are adapted and integrated into the unit test generation pipeline, and (3) what datasets, benchmarks, and evaluation practices are employed in existing studies. To this end, we organize the literature from a task-centric perspective, covering test generation, test input generation, test oracle generation, and test evolution, and from a methodological perspective, categorizing LLM adaptation strategies into fine-tuning, prompt engineering, and agent-based approaches.             Our analysis reveals that current research predominantly focuses on function- and class-level test generation, with comparatively limited attention given to test input generation, oracle construction, and long-term test evolution. Decoder-only LLMs, particularly GPT-family and LLaMA-based models, dominate the field, while encoder-only and encoder–decoder models remain underexplored. We further observe substantial disparities in dataset characteristics, programming language coverage, and evaluation metrics, which hinder fair comparison and reproducibility across studies. Based on empirical evidence extracted from the surveyed literature, we identify key challenges facing LLM-based unit test generation. Building on these findings, we outline several promising research directions, such as dataset optimization, structure-aware context modeling, agent coordination mechanisms, and benchmark enhancement. This review provides a consolidated and evidence-driven foundation for future research, aiming to advance the development of scalable, reliable, and practically applicable LLM-driven unit testing techniques.","2026-03-26","2026-06-08 06:44:22","2026-06-08 06:44:22","2026-06-08 06:44:02","3802827","","","","","ACM Trans. Softw. Eng. Methodol.","Enhancing Automated Unit Test Generation with Large Language Models","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\nguye\Zotero\storage\3PV58EXC\Zhang et al. - 2026 - Enhancing Automated Unit Test Generation with Large Language Models A Systematic Literature Review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62FZJF4R","journalArticle","2025","Yang, Ruofan; Xu, Xianghua; Wang, Ran","LLM-enhanced evolutionary test generation for untyped languages","Automated Software Engineering","","0928-8910, 1573-7535","10.1007/s10515-025-00496-7","https://link.springer.com/10.1007/s10515-025-00496-7","","2025-05","2026-06-08 06:44:22","2026-06-08 06:44:22","2026-06-08 06:44:04","20","","1","32","","Autom Softw Eng","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDCRPES2","preprint","2026","Haroon, Sabaat; Khan, Mohammad Taha; Gulzar, Muhammad Ali","Evaluating LLM-Based Test Generation Under Software Evolution","","","","10.48550/arXiv.2603.23443","http://arxiv.org/abs/2603.23443","Large Language Models (LLMs) are increasingly used for automated unit test generation. However, it remains unclear whether these tests reflect genuine reasoning about program behavior or simply reproduce superficial patterns learned during training. If the latter dominates, LLM-generated tests may exhibit weaknesses such as reduced coverage, missed regressions, and undetected faults. Understanding how LLMs generate tests and how those tests respond to code evolution is therefore essential. We present a large-scale empirical study of LLM-based test generation under program changes. Using an automated mutation-driven framework, we analyze how generated tests react to semantic-altering changes (SAC) and semantic-preserving changes (SPC) across eight LLMs and 22,374 program variants. LLMs achieve strong baseline results, reaching 79% line coverage and 76% branch coverage with fully passing test suites on the original programs. However, performance degrades as programs evolve. Under SACs, the pass rate of newly generated tests drops to 66%, and branch coverage declines to 60%. More than 99% of failing SAC tests pass on the original program while executing the modified region, indicating residual alignment with the original behavior rather than adaptation to updated semantics. Performance also declines under SPCs despite unchanged functionality: pass rates fall to 79% and branch coverage to 69%. Although SPC edits preserve semantics, they often introduce larger syntactic changes, leading to instability in generated test suites. Models generate more new tests while discarding many baseline tests, suggesting sensitivity to lexical changes rather than true semantic impact. Overall, our results indicate that current LLM-based test generation relies heavily on surface-level cues and struggles to maintain regression awareness as programs evolve.","2026-03-24","2026-06-08 06:44:22","2026-06-08 06:44:22","2026-06-08 06:44:06","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2603.23443 [cs.SE]","Comment: 10 pages, 9 figures, 2 tables","C:\Users\nguye\Zotero\storage\VTVH2HY8\Haroon et al. - 2026 - Evaluating LLM-Based Test Generation Under Software Evolution.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2603.23443","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZL8DU66L","journalArticle","2026","Wang, Guancheng; Xu, Qinghua; Briand, Lionel; Liu, Kui","Mutation-guided unit test generation with a large language model","IEEE Transactions on Software Engineering","","","","https://ieeexplore.ieee.org/abstract/document/11478734/","","2026","2026-06-08 06:44:22","2026-06-08 06:44:22","2026-06-08 06:44:06","","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\nguye\Zotero\storage\BCNL3EFY\Wang et al. - 2026 - Mutation-guided unit test generation with a large language model.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGS9VISW","preprint","2026","Wang, Yibo; Xia, Congying; Zhao, Wenting; Du, Jiangshu; Miao, Chunyu; Deng, Zhongfen; Yu, Philip S.; Xing, Chen","MultiFileTest: A Multi-File-Level LLM Unit Test Generation Benchmark and Impact of Error Fixing Mechanisms","","","","10.48550/arXiv.2502.06556","http://arxiv.org/abs/2502.06556","Unit test generation has become a promising and important Large Language Model (LLM) use case. However, existing evaluation benchmarks for LLM unit test generation focus on function- or class-level code (single-file) rather than more practical and challenging multi-file-level codebases. To address such a limitation, we propose MultiFileTest, a multi-file-level benchmark for unit test generation covering Python, Java, and JavaScript. MultiFileTest features 20 moderate-sized and high-quality projects per language. We evaluate eleven frontier LLMs on MultiFileTest, and the results show that most frontier LLMs tested exhibit moderate performance on MultiFileTest, highlighting the difficulty of MultiFileTest. We also conduct a thorough error analysis, which shows that even advanced LLMs, such as Gemini-3.0-Pro, exhibit basic yet critical errors, including executability and cascade errors. Motivated by this observation, we further evaluate all frontier LLMs under manual error-fixing and self-error-fixing scenarios to assess their potential when equipped with error-fixing mechanisms. Our code and dataset is available at \href{https://github.com/YiboWANG214/ProjectTest}{MultiFileTest}.","2026-04-07","2026-06-08 06:44:22","2026-06-08 06:44:22","2026-06-08 06:44:10","","","","","","","MultiFileTest","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2502.06556 [cs.SE]","Comment: Published at ACL 2026 (Findings)","C:\Users\nguye\Zotero\storage\8V2E4HYM\Wang et al. - 2026 - MultiFileTest A Multi-File-Level LLM Unit Test Generation Benchmark and Impact of Error Fixing Mech.pdf","","","Computer Science - Computation and Language; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2502.06556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5TCA3W6Y","journalArticle","2026","Huang, Dong; Zhang, Jie M.; Harman, Mark; Zhang, Qianru; Du, Mingzhe; Ng, See-Kiong","Benchmarking LLMs for Unit Test Generation from Real-World Functions","ACM Transactions on Software Engineering and Methodology","","1049-331X, 1557-7392","10.1145/3805043","https://dl.acm.org/doi/10.1145/3805043","Recently, large language models (LLMs) have shown great promise in automating unit test generation, significantly reducing the manual effort required by developers. To effectively evaluate the capabilities of LLMs in this domain, it is crucial to have a well-designed benchmark that accurately reflects real-world scenarios and mitigates common pitfalls. Existing LLM test generation benchmarks are limited by two critical drawbacks: data contamination and structurally simple function code. As a result, scientific conclusions drawn from empirical studies using these benchmarks may be compromised. The evidence presented may be biased due to contamination and may fail to generalize beyond toy programs due to structural simplicity.             To address these problems, we introduce ULT (UnLeakedTestbench), a new benchmark specifically designed for function-level unit test generation from real-world Python functions. ULT is constructed through a multi-stage curation process that ensures high cyclomatic complexity and mitigates test case contamination. With 3,909 carefully selected function-level tasks, ULT provides a more realistic and challenging evaluation of LLMs’ test generation capabilities. We also provide PLT (PreLeakedTestbench), a pair benchmark of ULT with leaked tests designed to enable a controlled analysis of memorization versus reasoning in test generation. Based on the two datasets, we conduct a large-scale empirical study involving 12 state-of-the-art LLMs, comparing their performance against established benchmarks. Our evaluation results demonstrate that ULT is significantly more challenging. For example, test cases generated by LLMs only achieve 41.32%, 45.10%, 30.22%, and 40.21% for accuracy, statement coverage, branch coverage, and mutation score on average for all LLMs, respectively. These results are substantially lower than the corresponding metrics on TestEval (91.79%, 92.18%, 82.04%, and 49.69%) and PLT (47.07%, 55.13%, 40.07%, and 50.80%).                            In addition, different from existing benchmarks, ULT shows a strong correlation between test generation performance and code generation performance. For example, the correlation coefficient between the coding ability and test generation performance (                                \(Pass@1\)                              ) on ULT is 0.79 (p = 0.002), while it is only 0.56 (p = 0.059) and 0.52 (p = 0.080) on TestEval and PLT, respectively. This indicates that ULT more effectively measures the generalization ability of LLMs. We also make ULT and evaluation results publicly available to foster further research                                1                              . ULT is available at               https://github.com/huangd1999/UnLeakedTestBench               .","2026-03-28","2026-06-08 06:44:22","2026-06-08 06:47:31","2026-06-08 06:44:12","3805043","","","","","ACM Trans. Softw. Eng. Methodol.","","","","","","","","en","","","","","DOI.org (Crossref)","","","[TLDR] ULT (UnLeakedTestbench), a new benchmark specifically designed for function-level unit test generation from real-world Python functions, is introduced, constructed through a multi-stage curation process that ensures high cyclomatic complexity and mitigates test case contamination.","C:\Users\nguye\Zotero\storage\B6EFTSUN\Huang et al. - 2026 - Benchmarking LLMs for Unit Test Generation from Real-World Functions.pdf; ","https://www.semanticscholar.org/paper/Benchmarking-LLMs-for-Unit-Test-Generation-from-Huang-Zhang/84e024ac3474c0e9463bf6af254c03842a139790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2T6LNS8","journalArticle","2026","Ahmed, Rashed","A quantized LLM driven framework for automated software testing","","","","","https://lutpub.lut.fi/handle/10024/171704","","2026","2026-06-08 06:44:22","2026-06-08 06:44:22","2026-06-08 06:44:21","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Y948GD9","thesis","2025","Nafis, Sadnan; Walid, Abdullah Al; Anuja, Amatus Subhan","An LLM-based framework for automated Python test generation and mutation testing evaluation","","","","","https://dspace.bracu.ac.bd/xmlui/handle/10361/26750","","2025","2026-06-08 06:44:22","2026-06-08 06:44:22","2026-06-08 06:44:22","","","","","","","","","","","","Brac University","","","","PhD Thesis","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSJXAIFK","journalArticle","2025","Liu, Jinwei; Li, Chao; Chen, Rui; Li, Shaofeng; Gu, Bin; Yang, Mengfei","STRUT: Structured Seed Case Guided Unit Test Generation for C Programs using LLMs","Proceedings of the ACM on Software Engineering","","2994-970X","10.1145/3728970","https://dl.acm.org/doi/10.1145/3728970","Unit testing plays a crucial role in bug detection and ensuring software correctness. It helps developers identify errors early in development, thereby reducing software defects. In recent years, large language models (LLMs) have demonstrated significant potential in automating unit test generation. However, using LLMs to generate unit tests faces many challenges. 1) The execution pass rate of the test cases generated by LLMs is low. 2) The test case coverage is inadequate, making it challenging to detect potential risks in the code. 3) Current research methods primarily focus on languages such as Java and Python, while studies on C programming are scarce, despite its importance in the real world. To address these challenges, we propose STRUT, a novel unit test generation method. STRUT utilizes structured test cases as a bridge between complex programming languages and LLMs. Instead of directly generating test code, STRUT guides LLMs to produce structured test cases, thereby alleviating the limitations of LLMs when generating code for programming languages with complex features. First, STRUT analyzes the context of focal methods and constructs structured seed test cases for them. These seed test cases then guide LLMs to generate a set of structured test cases. Subsequently, a rule-based approach is employed to convert the structured set of test cases into executable test code. We conducted a comprehensive evaluation of STRUT, which achieved an impressive execution pass rate of 96.01%, along with 77.67% line coverage and 63.60% branch coverage. This performance significantly surpasses that of the LLMs-based baseline methods and the symbolic execution tool SunwiseAUnit. These results highlight STRUT's superior capability in generating high-quality unit test cases by leveraging the strengths of LLMs while addressing their inherent limitations.","2025-06-22","2026-06-08 06:44:37","2026-06-08 06:44:37","2026-06-08 06:44:28","2113-2135","","ISSTA","2","","Proc. ACM Softw. Eng.","STRUT","","","","","","","en","","","","","Semantic Scholar","","","[TLDR] A comprehensive evaluation of STRUT, which achieved an impressive execution pass rate of 96.01%, along with 77.67% line coverage and 63.60% branch coverage, highlights STRUT's superior capability in generating high-quality unit test cases by leveraging the strengths of LLMs while addressing their inherent limitations.","","https://www.semanticscholar.org/paper/STRUT%3A-Structured-Seed-Case-Guided-Unit-Test-for-C-Liu-Li/ce3ccede74bcbd6639aa34b9cf246d98d0e92736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
